ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	sum	proportion
Environmental	Terrestrial	Soil	Unclassified	Unclassified	mangrove biome	intertidal zone	sediment	ENVO_01000181	ENVO_00000316	ENVO_00002007	12.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	mangrove biome_intertidal zone_sediment	2531.0	0.004741209008297116
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	coal mine	surface soil	ENVO_00000446	ENVO_00002169	ENVO_02000059	12.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_coal mine_surface soil	2531.0	0.004741209008297116
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	peatland	peat soil	ENVO_00000446	ENVO_00000044	ENVO_00005774	12.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_peatland_peat soil	2531.0	0.004741209008297116
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	river bank	bulk soil	ENVO_00000446	ENVO_00000143	ENVO_00005802	12.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_river bank_bulk soil	2531.0	0.004741209008297116
Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine oxygen minimum zone	sea water	ENVO_00000447	ENVO_01000065	ENVO_00002149	9.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	marine biome_marine oxygen minimum zone_sea water	1901.0	0.004734350341925302
Environmental	Aquatic	Marine	Oceanic	Unclassified	oceanic mesopelagic zone biome	marine mesopelagic zone	sea water	ENVO_01000036	ENVO_00000213	ENVO_00002149	9.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	oceanic mesopelagic zone biome_marine mesopelagic zone_sea water	1901.0	0.004734350341925302
Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	marine benthic feature	deep marine sediment	ENVO_00000447	ENVO_01000105	ENVO_00002113	1.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine biome_marine benthic feature_deep marine sediment	214.0	0.004672897196261682
Environmental	Aquatic	Marine	Oceanic	Sediment	oceanic abyssopelagic zone biome	marine benthic feature	marine sediment	ENVO_01000038	ENVO_01000105	ENVO_03000033	1.0	Environmental_Aquatic_Marine_Oceanic_Sediment	oceanic abyssopelagic zone biome_marine benthic feature_marine sediment	214.0	0.004672897196261682
Environmental	Terrestrial	Plant litter	Unclassified	Unclassified	terrestrial biome	land	plant litter	ENVO_00000446	ENVO_01001785	ENVO_01000628	3.0	Environmental_Terrestrial_Plant litter_Unclassified_Unclassified	terrestrial biome_land_plant litter	655.0	0.004580152671755725
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	coastal water body	brine	ENVO_00000447	ENVO_02000049	ENVO_00003044	4.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_coastal water body_brine	877.0	0.004561003420752566
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	hydroelectric dam	lake water	ENVO_01000252	ENVO_00000468	ENVO_04000007	6.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_hydroelectric dam_lake water	1493.0	0.004018754186202277
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	thermokarst lake	lake water	ENVO_01000252	ENVO_03000082	ENVO_04000007	6.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_thermokarst lake_lake water	1493.0	0.004018754186202277
Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar biome	active permafrost layer	permafrost	ENVO_01000339	ENVO_04000009	ENVO_00000134	1.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	polar biome_active permafrost layer_permafrost	249.0	0.004016064257028112
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	river	permafrost	ENVO_00000446	ENVO_00000022	ENVO_00000134	1.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_river_permafrost	249.0	0.004016064257028112
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	area designated as a nature reserve	soil	ENVO_00000446	ENVO_00000363	ENVO_00001998	10.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_area designated as a nature reserve_soil	2531.0	0.0039510075069142635
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	meadow ecosystem	meadow soil	ENVO_00000446	ENVO_00000108	ENVO_00005761	10.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_meadow ecosystem_meadow soil	2531.0	0.0039510075069142635
Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	saline wetland	soil	ENVO_00000446	ENVO_00000240	ENVO_00001998	1.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	terrestrial biome_saline wetland_soil	258.0	0.003875968992248062
Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	sphagnum bog	peat soil	ENVO_00000446	ENVO_00002268	ENVO_00005774	1.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	terrestrial biome_sphagnum bog_peat soil	258.0	0.003875968992248062
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	land	humus	ENVO_01000174	ENVO_01001785	ENVO_01000000	6.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_land_humus	1549.0	0.003873466752743706
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	litter layer	plant litter	ENVO_01000174	ENVO_01000338	ENVO_01000628	6.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_litter layer_plant litter	1549.0	0.003873466752743706
Environmental	Terrestrial	Soil	Unclassified	Grasslands	terrestrial biome	rhizosphere	bulk soil	ENVO_00000446	ENVO_00005801	ENVO_00005802	2.0	Environmental_Terrestrial_Soil_Unclassified_Grasslands	terrestrial biome_rhizosphere_bulk soil	532.0	0.0037593984962406013
Environmental	Terrestrial	Soil	Unclassified	Agricultural land	terrestrial biome	rhizosphere	bulk soil	ENVO_00000446	ENVO_00005801	ENVO_00005802	3.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural land	terrestrial biome_rhizosphere_bulk soil	803.0	0.0037359900373599006
Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	island	sea water	ENVO_00000447	ENVO_00000098	ENVO_00002149	7.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	marine biome_island_sea water	1901.0	0.003682272488164124
Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine water body	mesotrophic water	ENVO_00000447	ENVO_00001999	ENVO_00002225	7.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	marine biome_marine water body_mesotrophic water	1901.0	0.003682272488164124
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	river	soil	ENVO_00000446	ENVO_00000022	ENVO_00001998	9.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_river_soil	2531.0	0.0035559067562228367
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	garden	garden soil	ENVO_00000446	ENVO_00000011	ENVO_00002263	1.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_garden_garden soil	286.0	0.0034965034965034965
Environmental	Terrestrial	Soil	Unclassified	Agricultural	terrestrial biome	paddy field	paddy field soil	ENVO_00000446	ENVO_00000297	ENVO_00005740	1.0	Environmental_Terrestrial_Soil_Unclassified_Agricultural	terrestrial biome_paddy field_paddy field soil	286.0	0.0034965034965034965
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine cold-water sphere	sea water	ENVO_00000447	ENVO_01000108	ENVO_00002149	12.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_marine cold-water sphere_sea water	3435.0	0.0034934497816593887
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine water body	particulate matter in a hydrosphere	ENVO_00000447	ENVO_00001999	ENVO_01001651	12.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_marine water body_particulate matter in a hydrosphere	3435.0	0.0034934497816593887
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine cold seep biome	mesocosm	sediment	ENVO_01000127	ENVO_01000620	ENVO_00002007	12.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine cold seep biome_mesocosm_sediment	3435.0	0.0034934497816593887
Environmental	Aquatic	Freshwater	River	Unclassified	freshwater river biome	river	acidic water	ENVO_01000253	ENVO_00000022	ENVO_01000358	3.0	Environmental_Aquatic_Freshwater_River_Unclassified	freshwater river biome_river_acidic water	866.0	0.003464203233256351
Environmental	Aquatic	Freshwater	Sediment	Unclassified	aquatic biome	hydraulic fracturing	sediment	ENVO_00002030	ENVO_01001868	ENVO_00002007	1.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	aquatic biome_hydraulic fracturing_sediment	291.0	0.003436426116838488
Environmental	Aquatic	Freshwater	Sediment	Unclassified	aquatic biome	lake	lake sediment	ENVO_00002030	ENVO_00000020	ENVO_00000546	1.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	aquatic biome_lake_lake sediment	291.0	0.003436426116838488
Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater biome	canal	sediment	ENVO_00000873	ENVO_00000014	ENVO_00002007	1.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	freshwater biome_canal_sediment	291.0	0.003436426116838488
Environmental	Aquatic	Marine	Coastal	Unclassified	-	-	-	-	-	-	3.0	Environmental_Aquatic_Marine_Coastal_Unclassified	-_-_-	877.0	0.0034207525655644243
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	coastal water body	surface water	ENVO_00000447	ENVO_02000049	ENVO_00002042	3.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_coastal water body_surface water	877.0	0.0034207525655644243
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	oil spill	surface water	ENVO_00000447	ENVO_00002061	ENVO_00002042	3.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_oil spill_surface water	877.0	0.0034207525655644243
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	microbial mat	ENVO_01000252	ENVO_00000021	ENVO_01000008	5.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_freshwater lake_microbial mat	1493.0	0.003348961821835231
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	stromatolite mat	ENVO_01000252	ENVO_00000021	ENVO_00002157	5.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_freshwater lake_stromatolite mat	1493.0	0.003348961821835231
Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine biome	saline marsh	-	ENVO_00000447	ENVO_00000054	-	1.0	Environmental_Aquatic_Marine_Intertidal zone_Salt marsh	marine biome_saline marsh_-	305.0	0.003278688524590164
Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine salt marsh biome	saline evaporation pond	saline water	ENVO_01000022	ENVO_00000055	ENVO_00002010	1.0	Environmental_Aquatic_Marine_Intertidal zone_Salt marsh	marine salt marsh biome_saline evaporation pond_saline water	305.0	0.003278688524590164
Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine salt marsh biome	saline marsh	microbial mat	ENVO_01000022	ENVO_00000054	ENVO_01000008	1.0	Environmental_Aquatic_Marine_Intertidal zone_Salt marsh	marine salt marsh biome_saline marsh_microbial mat	305.0	0.003278688524590164
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	mediterranean forest biome	mediterranean forest	forest soil	ENVO_01000199	ENVO_01001791	ENVO_00002261	5.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	mediterranean forest biome_mediterranean forest_forest soil	1549.0	0.0032278889606197547
Environmental	Aquatic	Marine	Unclassified	Unclassified	estuarine biome	estuary	estuarine water	ENVO_01000020	ENVO_00000045	ENVO_01000301	11.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	estuarine biome_estuary_estuarine water	3435.0	0.003202328966521106
Environmental	Terrestrial	Soil	Unclassified	Unclassified	anthropogenic terrestrial biome	house	soil	ENVO_01000219	ENVO_01000417	ENVO_00001998	8.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	anthropogenic terrestrial biome_house_soil	2531.0	0.0031608060055314103
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	farm	agricultural soil	ENVO_00000446	ENVO_00000078	ENVO_00002259	8.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_farm_agricultural soil	2531.0	0.0031608060055314103
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	park	soil	ENVO_00000446	ENVO_00000562	ENVO_00001998	8.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_park_soil	2531.0	0.0031608060055314103
Environmental	Terrestrial	Soil	Unclassified	Unclassified	urban biome	latrine	soil	ENVO_01000249	ENVO_01000519	ENVO_00001998	8.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	urban biome_latrine_soil	2531.0	0.0031608060055314103
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	mangrove biome	mangrove swamp	-	ENVO_01000181	ENVO_00000057	-	1.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	mangrove biome_mangrove swamp_-	322.0	0.003105590062111801
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	artificial lake	sea water	ENVO_00000447	ENVO_00000377	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_artificial lake_sea water	322.0	0.003105590062111801
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	intertidal zone	microbial mat	ENVO_00000447	ENVO_00000316	ENVO_01000008	1.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_intertidal zone_microbial mat	322.0	0.003105590062111801
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	intertidal zone	salt glacier	ENVO_00000447	ENVO_00000316	ENVO_01000450	1.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_intertidal zone_salt glacier	322.0	0.003105590062111801
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	lagoon	sea water	ENVO_00000447	ENVO_00000038	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_lagoon_sea water	322.0	0.003105590062111801
Environmental	Aquatic	Marine	Intertidal zone	Estuary	estuarine biome	estuary	organism	ENVO_01000020	ENVO_00000045	OBI_0100026	1.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	estuarine biome_estuary_organism	349.0	0.0028653295128939827
Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	algal bloom	sea water	ENVO_00000447	ENVO_2000004	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	marine biome_algal bloom_sea water	349.0	0.0028653295128939827
Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	marine biome_harbor_sea water	349.0	0.0028653295128939827
Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	intertidal zone	estuarine water	ENVO_00000447	ENVO_00000316	ENVO_01000301	1.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	marine biome_intertidal zone_estuarine water	349.0	0.0028653295128939827
Environmental	Terrestrial	Soil	Unclassified	Unclassified	desert biome	desert	soil	ENVO_01000179	ENVO_01001357	ENVO_00001998	7.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	desert biome_desert_soil	2531.0	0.002765705254839984
Environmental	Terrestrial	Soil	Unclassified	Unclassified	grassland biome	land	bulk soil	ENVO_01000177	ENVO_01001785	ENVO_00005802	7.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	grassland biome_land_bulk soil	2531.0	0.002765705254839984
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	rhizosphere	bulk soil	ENVO_00000446	ENVO_00005801	ENVO_00005802	7.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_rhizosphere_bulk soil	2531.0	0.002765705254839984
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	-	-	ENVO_00002030	-	-	1.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_-_-	373.0	0.002680965147453083
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	-	Cyanobacteria	ENVO_00002030	-	NCBITaxon_1117	1.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_-_Cyanobacteria	373.0	0.002680965147453083
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	-	biofilm	ENVO_00002030	-	ENVO_00002034	1.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_-_biofilm	373.0	0.002680965147453083
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	marine biome	-	microbial mat	ENVO_00000447	-	ENVO_01000008	1.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	marine biome_-_microbial mat	373.0	0.002680965147453083
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	marine biome	-	sea water	ENVO_00000447	-	ENVO_00002149	1.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	marine biome_-_sea water	373.0	0.002680965147453083
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	anoxic lake	anoxic water	ENVO_01000252	ENVO_01001072	ENVO_01000173	4.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_anoxic lake_anoxic water	1493.0	0.0026791694574681848
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	island	sea water	ENVO_00000447	ENVO_00000098	ENVO_00002149	9.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_island_sea water	3435.0	0.0026200873362445414
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	mesocosm	sea water	ENVO_00000447	ENVO_01000620	ENVO_00002149	9.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_mesocosm_sea water	3435.0	0.0026200873362445414
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	pond	sediment	ENVO_00000447	ENVO_00000033	ENVO_00002007	9.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_pond_sediment	3435.0	0.0026200873362445414
