ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	count_prop	sum_gp	proportion_gp	sum_mixs	proportion_mixs	interest
Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	polar biome	cryoconite hole	ice	ENVO_01000339	ENVO_03000039	ENVO_01001125	1.0	Environmental_Terrestrial_Unclassified_Unclassified_Unclassified	polar biome_cryoconite hole_ice	0.00036310820624546115	41.0	0.024390243902439025	1.0	1.0	8.856297713303931e-06
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	hydroelectric dam	lake water	ENVO_01000252	ENVO_00000468	ENVO_04000007	6.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_hydroelectric dam_lake water	0.002178649237472767	1493.0	0.004018754186202277	6.0	1.0	8.755455743360082e-06
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	thermokarst lake	lake water	ENVO_01000252	ENVO_03000082	ENVO_04000007	6.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_thermokarst lake_lake water	0.002178649237472767	1493.0	0.004018754186202277	6.0	1.0	8.755455743360082e-06
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	mesocosm	sea water	ENVO_00000447	ENVO_01000620	ENVO_00002149	9.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_mesocosm_sea water	0.0032679738562091504	3435.0	0.0026200873362445414	9.0	1.0	8.562376915831835e-06
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	pond	sediment	ENVO_00000447	ENVO_00000033	ENVO_00002007	9.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_pond_sediment	0.0032679738562091504	3435.0	0.0026200873362445414	9.0	1.0	8.562376915831835e-06
Environmental	Aquatic	Thermal springs	Near-boiling (>90C)	Alkaline	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	2.0	Environmental_Aquatic_Thermal springs_Near-boiling (>90C)_Alkaline	aquatic biome_hot spring_sediment	0.0007262164124909223	4.0	0.5	85.0	0.023529411764705882	8.543722499893203e-06
Environmental	Aquatic	Marine	Pelagic	Unclassified	marine biome	marine pelagic zone	Cyanobacteria	ENVO_00000447	ENVO_00000208	NCBITaxon_1117	2.0	Environmental_Aquatic_Marine_Pelagic_Unclassified	marine biome_marine pelagic zone_Cyanobacteria	0.0007262164124909223	171.0	0.011695906432748537	2.0	1.0	8.493759210420143e-06
Environmental	Aquatic	Marine	Intertidal zone	Coral reef	marine coral reef biome	coral reef	Cnidaria	ENVO_01000049	ENVO_00000150	NCBITaxon_6073	3.0	Environmental_Aquatic_Marine_Intertidal zone_Coral reef	marine coral reef biome_coral reef_Cnidaria	0.0010893246187363835	193.0	0.015544041450777202	6.0	0.5	8.466253513495208e-06
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	land	humus	ENVO_01000174	ENVO_01001785	ENVO_01000000	6.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_land_humus	0.002178649237472767	1549.0	0.003873466752743706	6.0	1.0	8.43892538724119e-06
Environmental	Terrestrial	Soil	Sand	Desert	desert biome	research facility	soil biocrust	ENVO_01000179	ENVO_00000469	ENVO_01000910	2.0	Environmental_Terrestrial_Soil_Sand_Desert	desert biome_research facility_soil biocrust	0.0007262164124909223	174.0	0.011494252873563218	2.0	1.0	8.347315086102556e-06
Environmental	Terrestrial	Soil	Clay	Unclassified	terrestrial biome	land	clay	ENVO_00000446	ENVO_01001785	ENVO_00002982	1.0	Environmental_Terrestrial_Soil_Clay_Unclassified	terrestrial biome_land_clay	0.00036310820624546115	22.0	0.045454545454545456	2.0	0.5	8.25245923285139e-06
Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine water body	mesotrophic water	ENVO_00000447	ENVO_00001999	ENVO_00002225	7.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	marine biome_marine water body_mesotrophic water	0.002541757443718228	1902.0	0.003680336487907466	8.0	0.875	8.185207330585777e-06
Environmental	Aquatic	Marine	Coastal	Sediment	marine benthic biome	coastal water body	intertidal sediment	ENVO_01000024	ENVO_02000049	ENVO_00002179	3.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine benthic biome_coastal water body_intertidal sediment	0.0010893246187363835	172.0	0.01744186046511628	7.0	0.42857142857142855	8.14279200052114e-06
Environmental	Aquatic	Freshwater	Ice	Unclassified	aquatic biome		ice	ENVO_00002030		ENVO_01001125	1.0	Environmental_Aquatic_Freshwater_Ice_Unclassified	aquatic biome__ice	0.00036310820624546115	45.0	0.022222222222222223	1.0	1.0	8.069071249899137e-06
Environmental	Aquatic	Freshwater	Ice	Unclassified	freshwater lake biome	freshwater lake	ice	ENVO_01000252	ENVO_00000021	ENVO_01001125	1.0	Environmental_Aquatic_Freshwater_Ice_Unclassified	freshwater lake biome_freshwater lake_ice	0.00036310820624546115	45.0	0.022222222222222223	1.0	1.0	8.069071249899137e-06
Environmental	Aquatic	Freshwater	Ice	Unclassified	freshwater lake biome	ice-covered lake	ice	ENVO_01000252	ENVO_00000198	ENVO_01001125	1.0	Environmental_Aquatic_Freshwater_Ice_Unclassified	freshwater lake biome_ice-covered lake_ice	0.00036310820624546115	45.0	0.022222222222222223	1.0	1.0	8.069071249899137e-06
Environmental	Terrestrial	Agricultural field	Unclassified	Unclassified	terrestrial biome	industrial building		ENVO_00000446	ENVO_00003861		1.0	Environmental_Terrestrial_Agricultural field_Unclassified_Unclassified	terrestrial biome_industrial building_	0.00036310820624546115	46.0	0.021739130434782608	1.0	1.0	7.893656657510025e-06
Environmental	Aquatic	Marine	Wetlands	Sediment	mangrove biome	coastal wetland ecosystem	marine sediment	ENVO_01000181	ENVO_00000230	ENVO_03000033	2.0	Environmental_Aquatic_Marine_Wetlands_Sediment	mangrove biome_coastal wetland ecosystem_marine sediment	0.0007262164124909223	188.0	0.010638297872340425	2.0	1.0	7.725706515860876e-06
Environmental	Aquatic	Marine	Hydrothermal vents	Diffuse flow	marine hydrothermal vent biome	marine hydrothermal vent		ENVO_01000030	ENVO_01000122		4.0	Environmental_Aquatic_Marine_Hydrothermal vents_Diffuse flow	marine hydrothermal vent biome_marine hydrothermal vent_	0.0014524328249818446	233.0	0.017167381974248927	13.0	0.3076923076923077	7.672144337969466e-06
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	landfill	groundwater	ENVO_00000873	ENVO_00000533	ENVO_01001004	2.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	freshwater biome_landfill_groundwater	0.0007262164124909223	192.0	0.010416666666666666	2.0	1.0	7.56475429678044e-06
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	bayou	groundwater	ENVO_00000873	ENVO_00000234	ENVO_01001004	2.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	freshwater biome_bayou_groundwater	0.0007262164124909223	192.0	0.010416666666666666	2.0	1.0	7.56475429678044e-06
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	park	soil	ENVO_00000446	ENVO_00000562	ENVO_00001998	8.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_park_soil	0.002904865649963689	2531.0	0.0031608060055314103	10.0	0.8	7.345373433333706e-06
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	channel of a watercourse	fresh water	ENVO_00000873	ENVO_00000395	ENVO_00002011	2.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_channel of a watercourse_fresh water	0.0007262164124909223	201.0	0.009950248756218905	2.0	1.0	7.226033955133555e-06
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	water body	fresh water	ENVO_00000873	ENVO_00000063	ENVO_00002011	2.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_water body_fresh water	0.0007262164124909223	201.0	0.009950248756218905	2.0	1.0	7.226033955133555e-06
Environmental	Aquatic	Aquaculture	Unclassified	Unclassified	freshwater biome			ENVO_00000873			3.0	Environmental_Aquatic_Aquaculture_Unclassified_Unclassified	freshwater biome__	0.0010893246187363835	55.0	0.05454545454545454	25.0	0.12	7.130124777183601e-06
Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	oceanic subsurface zone	marine sediment	ENVO_00000447	ENVO_01001045	ENVO_03000033	3.0	Environmental_Aquatic_Marine_Coastal_Sediment	marine biome_oceanic subsurface zone_marine sediment	0.0010893246187363835	172.0	0.01744186046511628	8.0	0.375	7.124943000455997e-06
Environmental	Aquatic	Freshwater	Sediment	Unclassified	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	5.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	aquatic biome_pond_sediment	0.0018155410312273058	291.0	0.01718213058419244	22.0	0.22727272727272727	7.089741608978859e-06
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	hydrothermal vent	fresh water	ENVO_00000873	ENVO_00000215	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_hydrothermal vent_fresh water	0.00036310820624546115	52.0	0.019230769230769232	1.0	1.0	6.982850120105023e-06
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	tributary	surface water	ENVO_00000873	ENVO_00000495	ENVO_00002042	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_tributary_surface water	0.00036310820624546115	52.0	0.019230769230769232	1.0	1.0	6.982850120105023e-06
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	delta	fresh water	ENVO_00000873	ENVO_00000101	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_delta_fresh water	0.00036310820624546115	52.0	0.019230769230769232	1.0	1.0	6.982850120105023e-06
Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	blanket bog	permafrost	ENVO_00000446	ENVO_00000511	ENVO_00000134	5.0	Environmental_Terrestrial_Soil_Wetlands_Permafrost	terrestrial biome_blanket bog_permafrost	0.0018155410312273058	96.0	0.052083333333333336	70.0	0.07142857142857142	6.75424490783968e-06
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	prairie	soil	ENVO_00000446	ENVO_00000260	ENVO_00001998	15.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_prairie_soil	0.0054466230936819175	2531.0	0.005926511260371394	73.0	0.2054794520547945	6.632768444322896e-06
Environmental	Aquatic	Aquaculture	Unclassified	Unclassified	marine biome	fish farm	sediment	ENVO_00000447	ENVO_00000294	ENVO_00002007	1.0	Environmental_Aquatic_Aquaculture_Unclassified_Unclassified	marine biome_fish farm_sediment	0.00036310820624546115	55.0	0.01818181818181818	1.0	1.0	6.601967386281111e-06
Environmental	Aquatic	Marine	Coastal	Unclassified	estuarine biome	estuary	estuarine water	ENVO_01000020	ENVO_00000045	ENVO_01000301	15.0	Environmental_Aquatic_Marine_Coastal_Unclassified	estuarine biome_estuary_estuarine water	0.0054466230936819175	877.0	0.01710376282782212	213.0	0.07042253521126761	6.560404901892557e-06
Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine biome	marine neritic zone	planktonic material	ENVO_00000447	ENVO_00000206	ENVO_01000063	1.0	Environmental_Aquatic_Marine_Neritic zone_Unclassified	marine biome_marine neritic zone_planktonic material	0.00036310820624546115	58.0	0.017241379310344827	1.0	1.0	6.260486314576916e-06
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	stromatolite mat	ENVO_01000252	ENVO_00000021	ENVO_00002157	5.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_freshwater lake_stromatolite mat	0.0018155410312273058	1493.0	0.003348961821835231	5.0	1.0	6.0801775995556125e-06
Environmental	Terrestrial	Soil	Sand	Unclassified	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	7.0	Environmental_Terrestrial_Soil_Sand_Unclassified	terrestrial biome_land_soil	0.002541757443718228	124.0	0.056451612903225805	167.0	0.041916167664670656	6.014396114651012e-06
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	forest biome	tropical forest	forest soil	ENVO_01000174	ENVO_01001803	ENVO_00002261	15.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	forest biome_tropical forest_forest soil	0.0054466230936819175	1549.0	0.009683666881859263	133.0	0.11278195488721804	5.948490639502717e-06
Environmental	Aquatic	Marine	Wetlands	Sediment	aquatic biome	wetland area	sediment	ENVO_00002030	ENVO_00000043	ENVO_00002007	6.0	Environmental_Aquatic_Marine_Wetlands_Sediment	aquatic biome_wetland area_sediment	0.002178649237472767	188.0	0.031914893617021274	71.0	0.08450704225352113	5.875889462767427e-06
Environmental	Terrestrial	Soil	Unclassified	Forest Soil	mediterranean forest biome	mediterranean forest	forest soil	ENVO_01000199	ENVO_01001791	ENVO_00002261	5.0	Environmental_Terrestrial_Soil_Unclassified_Forest Soil	mediterranean forest biome_mediterranean forest_forest soil	0.0018155410312273058	1549.0	0.0032278889606197547	5.0	1.0	5.860364852250826e-06
Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar biome	polar	sediment	ENVO_01000339	ENVO_01000238	ENVO_00002007	2.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	polar biome_polar_sediment	0.0007262164124909223	249.0	0.008032128514056224	2.0	1.0	5.833063554143954e-06
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	peninsula	permafrost	ENVO_00000446	ENVO_00000305	ENVO_00000134	2.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_peninsula_permafrost	0.0007262164124909223	249.0	0.008032128514056224	2.0	1.0	5.833063554143954e-06
Environmental	Terrestrial	Soil	Unclassified	Permafrost	polar desert biome	desert	permafrost	ENVO_01000186	ENVO_01001357	ENVO_00000134	2.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	polar desert biome_desert_permafrost	0.0007262164124909223	249.0	0.008032128514056224	2.0	1.0	5.833063554143954e-06
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	bayou	permafrost	ENVO_00000446	ENVO_00000234	ENVO_00000134	2.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_bayou_permafrost	0.0007262164124909223	249.0	0.008032128514056224	2.0	1.0	5.833063554143954e-06
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	thermokarst	permafrost	ENVO_00000446	ENVO_03000085	ENVO_00000134	2.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_thermokarst_permafrost	0.0007262164124909223	249.0	0.008032128514056224	2.0	1.0	5.833063554143954e-06
Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	acid mine drainage	sediment	ENVO_00002030	ENVO_00001997	ENVO_00002007	2.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	aquatic biome_acid mine drainage_sediment	0.0007262164124909223	125.0	0.016	4.0	0.5	5.809731299927379e-06
Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	freshwater lake	anaerobic sediment	ENVO_01000252	ENVO_00000021	ENVO_00002045	3.0	Environmental_Aquatic_Freshwater_Lake_Sediment	freshwater lake biome_freshwater lake_anaerobic sediment	0.0010893246187363835	567.0	0.005291005291005291	3.0	1.0	5.7636223213565265e-06
Environmental	Aquatic	Marine	Oceanic	Aphotic zone	ocean biome	marine aphotic zone	sea water	ENVO_01000048	ENVO_00000210	ENVO_00002149	1.0	Environmental_Aquatic_Marine_Oceanic_Aphotic zone	ocean biome_marine aphotic zone_sea water	0.00036310820624546115	63.0	0.015873015873015872	1.0	1.0	5.763622321356526e-06
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	acid mine drainage	rock	ENVO_00000446	ENVO_00001997	ENVO_00001995	1.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome_acid mine drainage_rock	0.00036310820624546115	64.0	0.015625	1.0	1.0	5.67356572258533e-06
Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine salt marsh biome	saline marsh	salt glacier	ENVO_01000022	ENVO_00000054	ENVO_01000450	1.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	marine salt marsh biome_saline marsh_salt glacier	0.00036310820624546115	64.0	0.015625	1.0	1.0	5.67356572258533e-06
Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine biome	bay	marine sediment	ENVO_00000447	ENVO_00000032	ENVO_03000033	1.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	marine biome_bay_marine sediment	0.00036310820624546115	64.0	0.015625	1.0	1.0	5.67356572258533e-06
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	geyser	microbial mat	ENVO_00000446	ENVO_00000050	ENVO_01000008	1.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome_geyser_microbial mat	0.00036310820624546115	64.0	0.015625	1.0	1.0	5.67356572258533e-06
Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine biome	intertidal zone	sediment	ENVO_00000447	ENVO_00000316	ENVO_00002007	1.0	Environmental_Aquatic_Marine_Intertidal zone_Sediment	marine biome_intertidal zone_sediment	0.00036310820624546115	64.0	0.015625	1.0	1.0	5.67356572258533e-06
Environmental	Terrestrial	Rock-dwelling (subaerial biofilms)	Unclassified	Unclassified	terrestrial biome	waterfall	rock	ENVO_00000446	ENVO_00000040	ENVO_00001995	1.0	Environmental_Terrestrial_Rock-dwelling (subaerial biofilms)_Unclassified_Unclassified	terrestrial biome_waterfall_rock	0.00036310820624546115	64.0	0.015625	1.0	1.0	5.67356572258533e-06
Environmental	Aquatic	Thermal springs	Warm (34-42C)	Unclassified	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		2.0	Environmental_Aquatic_Thermal springs_Warm (34-42C)_Unclassified	aquatic biome_hot spring_	0.0007262164124909223	2.0	1.0	259.0	0.007722007722007722	5.607848745103647e-06
Environmental	Aquatic	Freshwater	Wetlands	Unclassified	aquatic biome	peatland		ENVO_00002030	ENVO_00000044		1.0	Environmental_Aquatic_Freshwater_Wetlands_Unclassified	aquatic biome_peatland_	0.00036310820624546115	65.0	0.015384615384615385	1.0	1.0	5.586280096084018e-06
Environmental	Aquatic	Freshwater	Wetlands	Unclassified	aquatic biome	lagoon	fresh water	ENVO_00002030	ENVO_00000038	ENVO_00002011	1.0	Environmental_Aquatic_Freshwater_Wetlands_Unclassified	aquatic biome_lagoon_fresh water	0.00036310820624546115	65.0	0.015384615384615385	1.0	1.0	5.586280096084018e-06
Environmental	Terrestrial	Soil	Loam	Grasslands	terrestrial biome	land	bulk soil	ENVO_00000446	ENVO_01001785	ENVO_00005802	2.0	Environmental_Terrestrial_Soil_Loam_Grasslands	terrestrial biome_land_bulk soil	0.0007262164124909223	77.0	0.025974025974025976	7.0	0.2857142857142857	5.389361131658051e-06
Environmental	Aquatic	Marine	Cold seeps	Sediment	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	5.0	Environmental_Aquatic_Marine_Cold seeps_Sediment	marine benthic biome_marine benthic feature_marine sediment	0.0018155410312273058	26.0	0.19230769230769232	330.0	0.015151515151515152	5.290037969776533e-06
