ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	BROAD_SCALE_LABEL	LOCAL_SCALE_LABEL	MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT	gold_path_cat	mixs_cat	count_prop	sum_gp	proportion_gp	sum_mixs	proportion_mixs	interest
Environmental	Terrestrial	Geologic	Unclassified	Unclassified	terrestrial biome	saline evaporation pond		ENVO_00000446	ENVO_00000055		1.0	Environmental_Terrestrial_Geologic_Unclassified_Unclassified	terrestrial biome_saline evaporation pond_	0.00036310820624546115	16.0	0.0625	1.0	1.0	2.269426289034132e-05
Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	land	mud	ENVO_00000446	ENVO_01001785	ENVO_01000001	4.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	terrestrial biome_land_mud	0.0014524328249818446	258.0	0.015503875968992248	4.0	1.0	2.2518338371811544e-05
Environmental	Terrestrial	Soil	Wetlands	Unclassified	terrestrial biome	saline marsh	soil	ENVO_00000446	ENVO_00000054	ENVO_00001998	4.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	terrestrial biome_saline marsh_soil	0.0014524328249818446	258.0	0.015503875968992248	4.0	1.0	2.2518338371811544e-05
Environmental	Terrestrial	Soil	Crop	Unclassified	forest biome	land	forest soil	ENVO_01000174	ENVO_01001785	ENVO_00002261	4.0	Environmental_Terrestrial_Soil_Crop_Unclassified	forest biome_land_forest soil	0.0014524328249818446	4.0	1.0	268.0	0.014925373134328358	2.1678101865400665e-05
Environmental	Terrestrial	Soil	Glacier	Unclassified	terrestrial biome	glacial feature	cryoconite deposit	ENVO_00000446	ENVO_00000131	ENVO_03000038	2.0	Environmental_Terrestrial_Soil_Glacier_Unclassified	terrestrial biome_glacial feature_cryoconite deposit	0.0007262164124909223	67.0	0.029850746268656716	2.0	1.0	2.1678101865400665e-05
Environmental	Terrestrial	Soil	Clay	Unclassified	terrestrial biome	land	soil	ENVO_00000446	ENVO_01001785	ENVO_00001998	6.0	Environmental_Terrestrial_Soil_Clay_Unclassified	terrestrial biome_land_soil	0.002178649237472767	22.0	0.2727272727272727	167.0	0.03592814371257485	2.1347678973603595e-05
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	river bank	bulk soil	ENVO_00000446	ENVO_00000143	ENVO_00005802	12.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_river bank_bulk soil	0.004357298474945534	2531.0	0.004741209008297116	12.0	1.0	2.0658862781251053e-05
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	coal mine	surface soil	ENVO_00000446	ENVO_00002169	ENVO_02000059	12.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_coal mine_surface soil	0.004357298474945534	2531.0	0.004741209008297116	12.0	1.0	2.0658862781251053e-05
Environmental	Terrestrial	Soil	Unclassified	Unclassified	mangrove biome	intertidal zone	sediment	ENVO_01000181	ENVO_00000316	ENVO_00002007	12.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	mangrove biome_intertidal zone_sediment	0.004357298474945534	2531.0	0.004741209008297116	12.0	1.0	2.0658862781251053e-05
Environmental	Terrestrial	Soil	Clay	Agricultural land	terrestrial biome	agricultural field	agricultural soil	ENVO_00000446	ENVO_00000114	ENVO_00002259	10.0	Environmental_Terrestrial_Soil_Clay_Agricultural land	terrestrial biome_agricultural field_agricultural soil	0.0036310820624546117	19.0	0.5263157894736842	940.0	0.010638297872340425	2.0330806620686514e-05
Environmental	Terrestrial	Peat	Unclassified	Unclassified	terrestrial biome	blanket bog	peat soil	ENVO_00000446	ENVO_00000511	ENVO_00005774	7.0	Environmental_Terrestrial_Peat_Unclassified_Unclassified	terrestrial biome_blanket bog_peat soil	0.002541757443718228	880.0	0.007954545454545454	7.0	1.0	2.02185251204859e-05
Environmental	Terrestrial	Geologic	Unclassified	Unclassified	desert biome	desert	rock	ENVO_01000179	ENVO_01001357	ENVO_00001995	2.0	Environmental_Terrestrial_Geologic_Unclassified_Unclassified	desert biome_desert_rock	0.0007262164124909223	16.0	0.125	9.0	0.2222222222222222	2.0172678124747842e-05
Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine water body	sea ice	ENVO_00000447	ENVO_00001999	ENVO_00002200	12.0	Environmental_Aquatic_Marine_Oceanic_Unclassified	marine biome_marine water body_sea ice	0.004357298474945534	1902.0	0.006309148264984227	17.0	0.7058823529411765	1.940530031521485e-05
Environmental	Terrestrial	Soil	Loam	Agricultural soil	terrestrial biome	agricultural field	agricultural soil	ENVO_00000446	ENVO_00000114	ENVO_00002259	14.0	Environmental_Terrestrial_Soil_Loam_Agricultural soil	terrestrial biome_agricultural field_agricultural soil	0.005083514887436456	55.0	0.2545454545454545	940.0	0.014893617021276596	1.9272126072292947e-05
Environmental	Aquatic	Marine	Gulf	Unclassified	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	15.0	Environmental_Aquatic_Marine_Gulf_Unclassified	marine biome_marine water body_sea water	0.0054466230936819175	15.0	1.0	4307.0	0.003482702577199907	1.8968968285402544e-05
Environmental	Terrestrial	Soil	Loam	Grasslands	grassland biome	biosphere reserve	loam	ENVO_01000177	ENVO_00000376	ENVO_00002258	2.0	Environmental_Terrestrial_Soil_Loam_Grasslands	grassland biome_biosphere reserve_loam	0.0007262164124909223	77.0	0.025974025974025976	2.0	1.0	1.8862763960803178e-05
Environmental	Terrestrial	Soil	Sand	Desert	desert biome	plateau	soil	ENVO_01000179	ENVO_00000182	ENVO_00001998	3.0	Environmental_Terrestrial_Soil_Sand_Desert	desert biome_plateau_soil	0.0010893246187363835	174.0	0.017241379310344827	3.0	1.0	1.8781458943730752e-05
Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	waterfall	fresh water	ENVO_00000873	ENVO_00000040	ENVO_00002011	2.0	Environmental_Aquatic_Freshwater_Lotic_Unclassified	freshwater biome_waterfall_fresh water	0.0007262164124909223	52.0	0.038461538461538464	3.0	0.6666666666666666	1.8620933653613394e-05
Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	spring		ENVO_00002030	ENVO_00000027		1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Unclassified_Unclassified	aquatic biome_spring_	0.00036310820624546115	20.0	0.05	1.0	1.0	1.8155410312273058e-05
Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	geyser	microbial mat	ENVO_00002030	ENVO_00000050	ENVO_01000008	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Unclassified_Unclassified	aquatic biome_geyser_microbial mat	0.00036310820624546115	20.0	0.05	1.0	1.0	1.8155410312273058e-05
Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	geyser	hypersaline water	ENVO_00002030	ENVO_00000050	ENVO_00002012	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Unclassified_Unclassified	aquatic biome_geyser_hypersaline water	0.00036310820624546115	20.0	0.05	1.0	1.0	1.8155410312273058e-05
Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	bay	sea water	ENVO_00002030	ENVO_00000032	ENVO_00002149	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Unclassified_Unclassified	aquatic biome_bay_sea water	0.00036310820624546115	20.0	0.05	1.0	1.0	1.8155410312273058e-05
Environmental	Aquatic	Freshwater	Lentic	Sediment	aquatic biome	lentic water body	sediment	ENVO_00002030	ENVO_01000617	ENVO_00002007	1.0	Environmental_Aquatic_Freshwater_Lentic_Sediment	aquatic biome_lentic water body_sediment	0.00036310820624546115	20.0	0.05	1.0	1.0	1.8155410312273058e-05
Environmental	Aquatic	Thermal springs	Sediment	Unclassified	aquatic biome	acid hot spring	sediment	ENVO_00002030	ENVO_00002120	ENVO_00002007	1.0	Environmental_Aquatic_Thermal springs_Sediment_Unclassified	aquatic biome_acid hot spring_sediment	0.00036310820624546115	20.0	0.05	1.0	1.0	1.8155410312273058e-05
Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	plume front	saline water	ENVO_00000447	ENVO_01000085	ENVO_00002010	4.0	Environmental_Aquatic_Marine_Intertidal zone_Unclassified	marine biome_plume front_saline water	0.0014524328249818446	322.0	0.012422360248447204	4.0	1.0	1.8042643788594342e-05
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	aquatic biome	mine	groundwater	ENVO_00002030	ENVO_00000076	ENVO_01001004	3.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	aquatic biome_mine_groundwater	0.0010893246187363835	192.0	0.015625	3.0	1.0	1.7020697167755993e-05
Environmental	Aquatic	Freshwater	Groundwater	Unclassified	freshwater biome	aquifer	anoxic water	ENVO_00000873	ENVO_00012408	ENVO_01000173	3.0	Environmental_Aquatic_Freshwater_Groundwater_Unclassified	freshwater biome_aquifer_anoxic water	0.0010893246187363835	192.0	0.015625	3.0	1.0	1.7020697167755993e-05
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Sediment	aquatic biome	saline lake	lake sediment	ENVO_00002030	ENVO_00000019	ENVO_00000546	2.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Sediment	aquatic biome_saline lake_lake sediment	0.0007262164124909223	29.0	0.06896551724137931	6.0	0.3333333333333333	1.6694630172205108e-05
Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	bay	estuarine water	ENVO_00000447	ENVO_00000032	ENVO_01000301	4.0	Environmental_Aquatic_Marine_Intertidal zone_Estuary	marine biome_bay_estuarine water	0.0014524328249818446	349.0	0.011461318051575931	4.0	1.0	1.664679455566584e-05
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	drainage basin	fresh water	ENVO_00000873	ENVO_00000291	ENVO_00002011	3.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_drainage basin_fresh water	0.0010893246187363835	201.0	0.014925373134328358	3.0	1.0	1.62585763990505e-05
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	research facility	fresh water	ENVO_00000873	ENVO_00000469	ENVO_00002011	3.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_research facility_fresh water	0.0010893246187363835	201.0	0.014925373134328358	3.0	1.0	1.62585763990505e-05
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome	mountain	fresh water	ENVO_00002030	ENVO_00000081	ENVO_00002011	3.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	aquatic biome_mountain_fresh water	0.0010893246187363835	201.0	0.014925373134328358	3.0	1.0	1.62585763990505e-05
Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	mesotrophic lake	lake sediment	ENVO_01000252	ENVO_01000775	ENVO_00000546	5.0	Environmental_Aquatic_Freshwater_Lake_Sediment	freshwater lake biome_mesotrophic lake_lake sediment	0.0018155410312273058	567.0	0.008818342151675485	5.0	1.0	1.6010062003768128e-05
Environmental	Aquatic	Freshwater	Lake	Sediment	freshwater lake biome	oligotrophic lake	lake sediment	ENVO_01000252	ENVO_01000774	ENVO_00000546	5.0	Environmental_Aquatic_Freshwater_Lake_Sediment	freshwater lake biome_oligotrophic lake_lake sediment	0.0018155410312273058	567.0	0.008818342151675485	5.0	1.0	1.6010062003768128e-05
Environmental	Terrestrial	Soil	Unclassified	Desert	arid biome	arid	soil	ENVO_01001838	ENVO_01000230	ENVO_00001998	2.0	Environmental_Terrestrial_Soil_Unclassified_Desert	arid biome_arid_soil	0.0007262164124909223	91.0	0.02197802197802198	2.0	1.0	1.5960800274525765e-05
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	freshwater lake	Cyanobacteria	ENVO_01000252	ENVO_00000021	NCBITaxon_1117	8.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_freshwater lake_Cyanobacteria	0.002904865649963689	1493.0	0.0053583389149363695	8.0	1.0	1.5565254654862367e-05
Environmental	Aquatic	Freshwater	Lake	Unclassified	freshwater lake biome	meromictic lake	lake water	ENVO_01000252	ENVO_00000199	ENVO_04000007	8.0	Environmental_Aquatic_Freshwater_Lake_Unclassified	freshwater lake biome_meromictic lake_lake water	0.002904865649963689	1493.0	0.0053583389149363695	8.0	1.0	1.5565254654862367e-05
Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	marine benthic feature	sediment	ENVO_00000447	ENVO_01000105	ENVO_00002007	3.0	Environmental_Aquatic_Marine_Oceanic_Sediment	marine biome_marine benthic feature_sediment	0.0010893246187363835	214.0	0.014018691588785047	3.0	1.0	1.5270905870136218e-05
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine cold-water sphere	sea water	ENVO_00000447	ENVO_01000108	ENVO_00002149	12.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_marine cold-water sphere_sea water	0.004357298474945534	3435.0	0.0034934497816593887	12.0	1.0	1.5222003405923265e-05
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine cold seep biome	mesocosm	sediment	ENVO_01000127	ENVO_01000620	ENVO_00002007	12.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine cold seep biome_mesocosm_sediment	0.004357298474945534	3435.0	0.0034934497816593887	12.0	1.0	1.5222003405923265e-05
Environmental	Aquatic	Sediment	Unclassified	Unclassified	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	12.0	Environmental_Aquatic_Sediment_Unclassified_Unclassified	marine benthic biome_marine benthic feature_marine sediment	0.004357298474945534	125.0	0.096	330.0	0.03636363636363636	1.5210932857991681e-05
Environmental	Aquatic	Freshwater	Pond	Sediment	freshwater biome	pond	sediment	ENVO_00000873	ENVO_00000033	ENVO_00002007	6.0	Environmental_Aquatic_Freshwater_Pond_Sediment	freshwater biome_pond_sediment	0.002178649237472767	126.0	0.047619047619047616	42.0	0.14285714285714285	1.482074311205964e-05
Environmental	Aquatic	Marine	Wetlands	Unclassified	marine biome	wetland area	sea water	ENVO_00000447	ENVO_00000043	ENVO_00002149	2.0	Environmental_Aquatic_Marine_Wetlands_Unclassified	marine biome_wetland area_sea water	0.0007262164124909223	98.0	0.02040816326530612	2.0	1.0	1.4820743112059638e-05
Environmental	Aquatic	Marine	Wetlands	Unclassified	marine biome	wetland area	soil	ENVO_00000447	ENVO_00000043	ENVO_00001998	2.0	Environmental_Aquatic_Marine_Wetlands_Unclassified	marine biome_wetland area_soil	0.0007262164124909223	98.0	0.02040816326530612	2.0	1.0	1.4820743112059638e-05
Environmental	Aquatic	Freshwater	Groundwater	Acid Mine Drainage	aquatic biome	acid mine drainage	sediment	ENVO_00002030	ENVO_00001997	ENVO_00002007	2.0	Environmental_Aquatic_Freshwater_Groundwater_Acid Mine Drainage	aquatic biome_acid mine drainage_sediment	0.0007262164124909223	50.0	0.04	4.0	0.5	1.4524328249818447e-05
Environmental	Aquatic	Freshwater	Drinking water	Delivery networks	freshwater biome	laboratory facility	drinking water	ENVO_00000873	ENVO_01001406	ENVO_00003064	1.0	Environmental_Aquatic_Freshwater_Drinking water_Delivery networks	freshwater biome_laboratory facility_drinking water	0.00036310820624546115	25.0	0.04	1.0	1.0	1.4524328249818447e-05
Environmental	Aquatic	Marine	Oceanic	Photic zone	ocean biome	marine photic zone	sea water	ENVO_01000048	ENVO_00000209	ENVO_00002149	2.0	Environmental_Aquatic_Marine_Oceanic_Photic zone	ocean biome_marine photic zone_sea water	0.0007262164124909223	100.0	0.02	2.0	1.0	1.4524328249818447e-05
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	meadow ecosystem	meadow soil	ENVO_00000446	ENVO_00000108	ENVO_00005761	10.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_meadow ecosystem_meadow soil	0.0036310820624546117	2531.0	0.0039510075069142635	10.0	1.0	1.4346432486979897e-05
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	area designated as a nature reserve	soil	ENVO_00000446	ENVO_00000363	ENVO_00001998	10.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_area designated as a nature reserve_soil	0.0036310820624546117	2531.0	0.0039510075069142635	10.0	1.0	1.4346432486979897e-05
Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	planetary subsurface zone	fluid environmental material	ENVO_00000446	ENVO_01000941	ENVO_02000140	2.0	Environmental_Terrestrial_Deep subsurface_Unclassified_Unclassified	terrestrial biome_planetary subsurface zone_fluid environmental material	0.0007262164124909223	106.0	0.018867924528301886	2.0	1.0	1.3702196462092873e-05
Environmental	Aquatic	Marine	Volcanic	Unclassified	marine hydrothermal vent biome	volcano	microbial mat	ENVO_01000030	ENVO_00000247	ENVO_01000008	1.0	Environmental_Aquatic_Marine_Volcanic_Unclassified	marine hydrothermal vent biome_volcano_microbial mat	0.00036310820624546115	27.0	0.037037037037037035	1.0	1.0	1.3448452083165227e-05
Environmental	Aquatic	Freshwater	Lake	Microbial mats	aquatic biome	lake	microbial mat	ENVO_00002030	ENVO_00000020	ENVO_01000008	1.0	Environmental_Aquatic_Freshwater_Lake_Microbial mats	aquatic biome_lake_microbial mat	0.00036310820624546115	27.0	0.037037037037037035	1.0	1.0	1.3448452083165227e-05
Environmental	Aquatic	Marine	Volcanic	Unclassified	marine biome	hydrothermal field	hydrothermal fluid	ENVO_00000447	ENVO_01001854	ENVO_01000134	1.0	Environmental_Aquatic_Marine_Volcanic_Unclassified	marine biome_hydrothermal field_hydrothermal fluid	0.00036310820624546115	27.0	0.037037037037037035	1.0	1.0	1.3448452083165227e-05
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	terrestrial mountain	permafrost	ENVO_00000446	ENVO_01001453	ENVO_00000134	3.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_terrestrial mountain_permafrost	0.0010893246187363835	249.0	0.012048192771084338	3.0	1.0	1.31243929968239e-05
Environmental	Terrestrial	Soil	Unclassified	Permafrost	terrestrial biome	glacial lake	permafrost	ENVO_00000446	ENVO_00000488	ENVO_00000134	3.0	Environmental_Terrestrial_Soil_Unclassified_Permafrost	terrestrial biome_glacial lake_permafrost	0.0010893246187363835	249.0	0.012048192771084338	3.0	1.0	1.31243929968239e-05
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	aquatic biome	lake	biofilm	ENVO_00002030	ENVO_00000020	ENVO_00002034	1.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Microbial mats	aquatic biome_lake_biofilm	0.00036310820624546115	28.0	0.03571428571428571	1.0	1.0	1.2968150223052183e-05
Environmental	Terrestrial	Soil	Wetlands	Unclassified	forest biome	wetland area	forest soil	ENVO_01000174	ENVO_00000043	ENVO_00002261	3.0	Environmental_Terrestrial_Soil_Wetlands_Unclassified	forest biome_wetland area_forest soil	0.0010893246187363835	258.0	0.011627906976744186	3.0	1.0	1.2666565334143995e-05
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	reservoir	fresh water	ENVO_00000873	ENVO_00000025	ENVO_00002011	3.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	freshwater biome_reservoir_fresh water	0.0010893246187363835	201.0	0.014925373134328358	4.0	0.75	1.2193932299287877e-05
Environmental	Aquatic	Freshwater	Unclassified	Unclassified	aquatic biome	hydraulic fracturing	fresh water	ENVO_00002030	ENVO_01001868	ENVO_00002011	3.0	Environmental_Aquatic_Freshwater_Unclassified_Unclassified	aquatic biome_hydraulic fracturing_fresh water	0.0010893246187363835	201.0	0.014925373134328358	4.0	0.75	1.2193932299287877e-05
Environmental	Aquatic	Freshwater	Lentic	Unclassified	aquatic biome	rift lake	lake water	ENVO_00002030	ENVO_00000203	ENVO_04000007	2.0	Environmental_Aquatic_Freshwater_Lentic_Unclassified	aquatic biome_rift lake_lake water	0.0007262164124909223	81.0	0.024691358024691357	3.0	0.6666666666666666	1.19541796294802e-05
Environmental	Air	Indoor Air	Dust	Unclassified		laboratory facility	dust		ENVO_01001406	ENVO_00002008	2.0	Environmental_Air_Indoor Air_Dust_Unclassified	_laboratory facility_dust	0.0007262164124909223	122.0	0.01639344262295082	2.0	1.0	1.190518709001512e-05
Environmental	Terrestrial	Soil	Unclassified	Unclassified	forest biome	polar	forest soil	ENVO_01000174	ENVO_01000238	ENVO_00002261	17.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	forest biome_polar_forest soil	0.006172839506172839	2531.0	0.006716712761754247	60.0	0.2833333333333333	1.1747337134755369e-05
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	river	soil	ENVO_00000446	ENVO_00000022	ENVO_00001998	9.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_river_soil	0.0032679738562091504	2531.0	0.0035559067562228367	9.0	1.0	1.1620610314453715e-05
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	bay	sea water	ENVO_00000447	ENVO_00000032	ENVO_00002149	20.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_bay_sea water	0.007262164124909223	3435.0	0.005822416302765648	74.0	0.2702702702702703	1.1427930484927375e-05
Environmental	Terrestrial	Soil	Loam	Unclassified	terrestrial biome	land	loam	ENVO_00000446	ENVO_01001785	ENVO_00002258	1.0	Environmental_Terrestrial_Soil_Loam_Unclassified	terrestrial biome_land_loam	0.00036310820624546115	32.0	0.03125	1.0	1.0	1.134713144517066e-05
Environmental	Terrestrial	Soil	Loam	Unclassified	grassland biome	land	loam	ENVO_01000177	ENVO_01001785	ENVO_00002258	1.0	Environmental_Terrestrial_Soil_Loam_Unclassified	grassland biome_land_loam	0.00036310820624546115	32.0	0.03125	1.0	1.0	1.134713144517066e-05
Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater lake biome	lake bed	lake sediment	ENVO_01000252	ENVO_00000268	ENVO_00000546	3.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	freshwater lake biome_lake bed_lake sediment	0.0010893246187363835	291.0	0.010309278350515464	3.0	1.0	1.123015070862251e-05
Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater lake biome	subglacial lake	lake sediment	ENVO_01000252	ENVO_03000120	ENVO_00000546	3.0	Environmental_Aquatic_Freshwater_Sediment_Unclassified	freshwater lake biome_subglacial lake_lake sediment	0.0010893246187363835	291.0	0.010309278350515464	3.0	1.0	1.123015070862251e-05
Environmental	Aquatic	Marine	Oceanic	Crustal Fluids	marine biome	oceanic subsurface zone		ENVO_00000447	ENVO_01001045		1.0	Environmental_Aquatic_Marine_Oceanic_Crustal Fluids	marine biome_oceanic subsurface zone_	0.00036310820624546115	33.0	0.030303030303030304	1.0	1.0	1.1003278977135187e-05
Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	meromictic lake	hypersaline water	ENVO_00002030	ENVO_00000199	ENVO_00002012	2.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Hypersaline_Unclassified	aquatic biome_meromictic lake_hypersaline water	0.0007262164124909223	134.0	0.014925373134328358	2.0	1.0	1.0839050932700332e-05
Environmental	Terrestrial	Soil	Clay	Grasslands	grassland biome	fumarole	sediment	ENVO_01000177	ENVO_00000216	ENVO_00002007	1.0	Environmental_Terrestrial_Soil_Clay_Grasslands	grassland biome_fumarole_sediment	0.00036310820624546115	34.0	0.029411764705882353	1.0	1.0	1.0679653124866504e-05
Environmental	Aquatic	Freshwater	Lake	Hypolimnion	freshwater lake biome	humic lake	lake water	ENVO_01000252	ENVO_01001021	ENVO_04000007	4.0	Environmental_Aquatic_Freshwater_Lake_Hypolimnion	freshwater lake biome_humic lake_lake water	0.0014524328249818446	78.0	0.05128205128205128	28.0	0.14285714285714285	1.0640533516350508e-05
Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome	aquifer	groundwater	ENVO_00002030	ENVO_00012408	ENVO_01001004	4.0	Environmental_Aquatic_Unclassified_Unclassified_Unclassified	aquatic biome_aquifer_groundwater	0.0014524328249818446	373.0	0.010723860589812333	6.0	0.6666666666666666	1.0383791420781732e-05
Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent	organism	ENVO_01000030	ENVO_01000122	OBI_0100026	2.0	Environmental_Aquatic_Marine_Hydrothermal vents_Unclassified	marine hydrothermal vent biome_marine hydrothermal vent_organism	0.0007262164124909223	141.0	0.014184397163120567	2.0	1.0	1.0300942021147834e-05
Environmental	Terrestrial	Soil	Wetlands	Permafrost	terrestrial biome	fen	permafrost	ENVO_00000446	ENVO_00000232	ENVO_00000134	6.0	Environmental_Terrestrial_Soil_Wetlands_Permafrost	terrestrial biome_fen_permafrost	0.002178649237472767	96.0	0.0625	84.0	0.07142857142857142	9.726112667289138e-06
Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	bay	sea water	ENVO_00000447	ENVO_00000032	ENVO_00002149	12.0	Environmental_Aquatic_Marine_Coastal_Unclassified	marine biome_bay_sea water	0.004357298474945534	877.0	0.013683010262257697	74.0	0.16216216216216217	9.668263742983712e-06
Environmental	Aquatic	Marine	Intertidal zone	Microbialites	marine biome	fjord	rock	ENVO_00000447	ENVO_00000039	ENVO_00001995	1.0	Environmental_Aquatic_Marine_Intertidal zone_Microbialites	marine biome_fjord_rock	0.00036310820624546115	39.0	0.02564102564102564	1.0	1.0	9.310466826806695e-06
Environmental	Terrestrial	Soil	Unclassified	Unclassified	anthropogenic terrestrial biome	house	soil	ENVO_01000219	ENVO_01000417	ENVO_00001998	8.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	anthropogenic terrestrial biome_house_soil	0.002904865649963689	2531.0	0.0031608060055314103	8.0	1.0	9.181716791667133e-06
Environmental	Terrestrial	Soil	Unclassified	Unclassified	urban biome	latrine	soil	ENVO_01000249	ENVO_01000519	ENVO_00001998	8.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	urban biome_latrine_soil	0.002904865649963689	2531.0	0.0031608060055314103	8.0	1.0	9.181716791667133e-06
Environmental	Terrestrial	Soil	Unclassified	Unclassified	terrestrial biome	farm	agricultural soil	ENVO_00000446	ENVO_00000078	ENVO_00002259	8.0	Environmental_Terrestrial_Soil_Unclassified_Unclassified	terrestrial biome_farm_agricultural soil	0.002904865649963689	2531.0	0.0031608060055314103	8.0	1.0	9.181716791667133e-06
Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine water body	particulate matter in a hydrosphere	ENVO_00000447	ENVO_00001999	ENVO_01001651	12.0	Environmental_Aquatic_Marine_Unclassified_Unclassified	marine biome_marine water body_particulate matter in a hydrosphere	0.004357298474945534	3435.0	0.0034934497816593887	20.0	0.6	9.133202043553958e-06
Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	saline evaporation pond	saline water	ENVO_00002030	ENVO_00000055	ENVO_00002010	7.0	Environmental_Aquatic_Non-marine Saline and Alkaline_Saline_Unclassified	aquatic biome_saline evaporation pond_saline water	0.002541757443718228	409.0	0.017114914425427872	34.0	0.20588235294117646	8.956286116941836e-06
Environmental	Terrestrial	Unclassified	Unclassified	Unclassified	terrestrial biome	stalagmite	rock	ENVO_00000446	ENVO_00000330	ENVO_00001995	1.0	Environmental_Terrestrial_Unclassified_Unclassified_Unclassified	terrestrial biome_stalagmite_rock	0.00036310820624546115	41.0	0.024390243902439025	1.0	1.0	8.856297713303931e-06
