	ECOSYSTEM	ECOSYSTEM_CATEGORY	ECOSYSTEM_TYPE	ECOSYSTEM_SUBTYPE	SPECIFIC_ECOSYSTEM	ENV_BROAD_SCALE_LABEL	ENV_LOCAL_SCALE_LABEL	ENV_MEDIUM_LABEL	ENV_BROAD_SCALE	ENV_LOCAL_SCALE	ENV_MEDIUM	COUNT
914	Environmental	Aquatic	Freshwater	Lentic	Sediment	marine benthic biome	marine benthic feature	marine sediment	ENVO_01000024	ENVO_01000105	ENVO_03000033	1
915	Environmental	Aquatic	Freshwater	Lentic	Unclassified							1
916	Environmental	Aquatic	Freshwater	Lentic	Unclassified	aquatic biome	lake	brackish water	ENVO_00002030	ENVO_00000020	ENVO_00002019	1
917	Environmental	Aquatic	Freshwater	Lentic	Unclassified	aquatic biome	rift lake	fresh water	ENVO_00002030	ENVO_00000203	ENVO_00002011	1
918	Environmental	Aquatic	Freshwater	Lentic	Unclassified	freshwater biome	lentic water body	Cyanobacteria	ENVO_00000873	ENVO_01000617	NCBITaxon_1117	1
919	Environmental	Aquatic	Freshwater	Lentic	Unclassified	freshwater lake biome	freshwater algal bloom	planktonic material	ENVO_01000252	ENVO_2000005	ENVO_01000063	1
920	Environmental	Aquatic	Freshwater	Lentic	Unclassified	freshwater lake biome	glacial lake	microbial mat	ENVO_01000252	ENVO_00000488	ENVO_01000008	1
921	Environmental	Aquatic	Freshwater	Lotic	Unclassified	aquatic biome	aquifer	groundwater	ENVO_00002030	ENVO_00012408	ENVO_01001004	1
922	Environmental	Aquatic	Freshwater	Lotic	Unclassified	aquatic biome	lake	lake water	ENVO_00002030	ENVO_00000020	ENVO_04000007	1
923	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	aquifer	sediment	ENVO_00000873	ENVO_00012408	ENVO_00002007	1
924	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	delta	fresh water	ENVO_00000873	ENVO_00000101	ENVO_00002011	1
925	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	hydrothermal vent	fresh water	ENVO_00000873	ENVO_00000215	ENVO_00002011	1
926	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	reservoir	fresh water	ENVO_00000873	ENVO_00000025	ENVO_00002011	1
927	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	sinkhole	microbial mat	ENVO_00000873	ENVO_00000195	ENVO_01000008	1
928	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater biome	tributary	surface water	ENVO_00000873	ENVO_00000495	ENVO_00002042	1
929	Environmental	Aquatic	Freshwater	Lotic	Unclassified	freshwater lake biome	freshwater lake	lake water	ENVO_01000252	ENVO_00000021	ENVO_04000007	1
930	Environmental	Aquatic	Freshwater	Microbialites	Unclassified	freshwater lake biome	anoxic lake	lake water	ENVO_01000252	ENVO_01001072	ENVO_04000007	1
931	Environmental	Aquatic	Freshwater	Microbialites	Unclassified	freshwater lake biome	freshwater lake	biofilm	ENVO_01000252	ENVO_00000021	ENVO_00002034	1
932	Environmental	Aquatic	Freshwater	Pond	Sediment	freshwater biome	pond	contaminated water	ENVO_00000873	ENVO_00000033	ENVO_00002186	1
933	Environmental	Aquatic	Freshwater	Pond	Unclassified	freshwater biome		pond water	ENVO_00000873		ENVO_00002228	1
934	Environmental	Aquatic	Freshwater	Pond	Unclassified	freshwater biome	waterfall	fresh water	ENVO_00000873	ENVO_00000040	ENVO_00002011	1
935	Environmental	Aquatic	Freshwater	Sediment	Unclassified	aquatic biome	hydraulic fracturing	sediment	ENVO_00002030	ENVO_01001868	ENVO_00002007	1
936	Environmental	Aquatic	Freshwater	Sediment	Unclassified	aquatic biome	lake	lake sediment	ENVO_00002030	ENVO_00000020	ENVO_00000546	1
937	Environmental	Aquatic	Freshwater	Sediment	Unclassified	freshwater biome	canal	sediment	ENVO_00000873	ENVO_00000014	ENVO_00002007	1
938	Environmental	Aquatic	Freshwater	Subglacial lake	Unclassified	freshwater lake biome	subglacial lake	microbial mat	ENVO_01000252	ENVO_03000120	ENVO_01000008	1
939	Environmental	Aquatic	Freshwater	Unclassified	Unclassified							1
940	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome		sediment	ENVO_00000873		ENVO_00002007	1
941	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	botanical garden	fresh water	ENVO_00000873	ENVO_00010624	ENVO_00002011	1
942	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	freshwater biome	planetary subsurface zone	fresh water	ENVO_00000873	ENVO_01000941	ENVO_00002011	1
943	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	polar biome	polar	fresh water	ENVO_01000339	ENVO_01000238	ENVO_00002011	1
944	Environmental	Aquatic	Freshwater	Unclassified	Unclassified	terrestrial biome	construction	waste material	ENVO_00000446	ENVO_00000070	ENVO_00002264	1
945	Environmental	Aquatic	Freshwater	Wetlands	Unclassified	aquatic biome	lagoon	fresh water	ENVO_00002030	ENVO_00000038	ENVO_00002011	1
946	Environmental	Aquatic	Freshwater	Wetlands	Unclassified	aquatic biome	peatland		ENVO_00002030	ENVO_00000044		1
947	Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	bay	biofilm	ENVO_00000447	ENVO_00000032	ENVO_00002034	1
948	Environmental	Aquatic	Marine	Coastal	Sediment	marine biome	marine benthic feature	marine sediment	ENVO_00000447	ENVO_01000105	ENVO_03000033	1
949	Environmental	Aquatic	Marine	Coastal	Unclassified	marine biome	marine water body	surface water	ENVO_00000447	ENVO_00001999	ENVO_00002042	1
950	Environmental	Aquatic	Marine	Cold seeps	Unclassified	marine cold seep biome	cold seep		ENVO_01000127	ENVO_01000263		1
951	Environmental	Aquatic	Marine	Cold seeps	Unclassified	marine cold seep biome	cold seep	marine sediment	ENVO_01000127	ENVO_01000263	ENVO_03000033	1
952	Environmental	Aquatic	Marine	Cold seeps	Unclassified	marine cold seep biome	mud volcano		ENVO_01000127	ENVO_00000402		1
953	Environmental	Aquatic	Marine	Fossil	Whale fall	marine biome	coastal water body	fossil	ENVO_00000447	ENVO_02000049	ENVO_00002164	1
954	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	marine hydrothermal vent	hydrothermal fluid	ENVO_01000030	ENVO_01000122	ENVO_01000134	1
955	Environmental	Aquatic	Marine	Hydrothermal vents	Sediment	marine hydrothermal vent biome	volcano	deep marine sediment	ENVO_01000030	ENVO_00000247	ENVO_00002113	1
956	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent chimney		ENVO_01000030	ENVO_01000129		1
957	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	marine hydrothermal vent chimney	hydrothermal fluid	ENVO_01000030	ENVO_01000129	ENVO_01000134	1
958	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	marine hydrothermal vent biome	volcano	hydrothermal fluid	ENVO_01000030	ENVO_00000247	ENVO_01000134	1
959	Environmental	Aquatic	Marine	Hydrothermal vents	Unclassified	oceanic bathypelagic zone biome	caldera	sea water	ENVO_01000037	ENVO_00000096	ENVO_00002149	1
960	Environmental	Aquatic	Marine	Intertidal zone	Beach	marine biome	beach	coastal sea water	ENVO_00000447	ENVO_00000091	ENVO_00002150	1
961	Environmental	Aquatic	Marine	Intertidal zone	Beach	marine biome	beach	sand	ENVO_00000447	ENVO_00000091	ENVO_01000017	1
962	Environmental	Aquatic	Marine	Intertidal zone	Beach	marine biome	intertidal zone	sea water	ENVO_00000447	ENVO_00000316	ENVO_00002149	1
963	Environmental	Aquatic	Marine	Intertidal zone	Estuary	estuarine biome	estuary	organism	ENVO_01000020	ENVO_00000045	OBI_0100026	1
964	Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	algal bloom	sea water	ENVO_00000447	ENVO_2000004	ENVO_00002149	1
965	Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	harbor	sea water	ENVO_00000447	ENVO_00000463	ENVO_00002149	1
966	Environmental	Aquatic	Marine	Intertidal zone	Estuary	marine biome	intertidal zone	estuarine water	ENVO_00000447	ENVO_00000316	ENVO_01000301	1
967	Environmental	Aquatic	Marine	Intertidal zone	Microbialites	aquatic biome	island		ENVO_00002030	ENVO_00000098		1
968	Environmental	Aquatic	Marine	Intertidal zone	Microbialites	marine biome	fjord	rock	ENVO_00000447	ENVO_00000039	ENVO_00001995	1
969	Environmental	Aquatic	Marine	Intertidal zone	Oil-contaminated	marine biome	oil spill	sea water	ENVO_00000447	ENVO_00002061	ENVO_00002149	1
970	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine biome	saline marsh		ENVO_00000447	ENVO_00000054		1
971	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine salt marsh biome	saline evaporation pond	saline water	ENVO_01000022	ENVO_00000055	ENVO_00002010	1
972	Environmental	Aquatic	Marine	Intertidal zone	Salt marsh	marine salt marsh biome	saline marsh	microbial mat	ENVO_01000022	ENVO_00000054	ENVO_01000008	1
973	Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine biome	bay	marine sediment	ENVO_00000447	ENVO_00000032	ENVO_03000033	1
974	Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine biome	intertidal zone	sediment	ENVO_00000447	ENVO_00000316	ENVO_00002007	1
975	Environmental	Aquatic	Marine	Intertidal zone	Sediment	marine salt marsh biome	saline marsh	salt glacier	ENVO_01000022	ENVO_00000054	ENVO_01000450	1
976	Environmental	Aquatic	Marine	Intertidal zone	Unclassified	mangrove biome	mangrove swamp		ENVO_01000181	ENVO_00000057		1
977	Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	artificial lake	sea water	ENVO_00000447	ENVO_00000377	ENVO_00002149	1
978	Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	intertidal zone	microbial mat	ENVO_00000447	ENVO_00000316	ENVO_01000008	1
979	Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	intertidal zone	salt glacier	ENVO_00000447	ENVO_00000316	ENVO_01000450	1
980	Environmental	Aquatic	Marine	Intertidal zone	Unclassified	marine biome	lagoon	sea water	ENVO_00000447	ENVO_00000038	ENVO_00002149	1
981	Environmental	Aquatic	Marine	Mud volcano	Unclassified	marine benthic biome	mud volcano	marine sediment	ENVO_01000024	ENVO_00000402	ENVO_03000033	1
982	Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine biome	marine neritic zone	planktonic material	ENVO_00000447	ENVO_00000206	ENVO_01000063	1
983	Environmental	Aquatic	Marine	Neritic zone	Unclassified	marine biome	marine pelagic zone	sea water	ENVO_00000447	ENVO_00000208	ENVO_00002149	1
984	Environmental	Aquatic	Marine	Oceanic	Abyssal plane	oceanic abyssopelagic zone biome	abyssal plain	planktonic material	ENVO_01000038	ENVO_00000244	ENVO_01000063	1
985	Environmental	Aquatic	Marine	Oceanic	Aphotic zone	marine biome	marine photic zone	sea water	ENVO_00000447	ENVO_00000209	ENVO_00002149	1
986	Environmental	Aquatic	Marine	Oceanic	Aphotic zone	marine biome	marine water body	sea water	ENVO_00000447	ENVO_00001999	ENVO_00002149	1
987	Environmental	Aquatic	Marine	Oceanic	Aphotic zone	ocean biome	marine aphotic zone	sea water	ENVO_01000048	ENVO_00000210	ENVO_00002149	1
988	Environmental	Aquatic	Marine	Oceanic	Benthic	marine benthic biome	marine benthic feature	sea water	ENVO_01000024	ENVO_01000105	ENVO_00002149	1
989	Environmental	Aquatic	Marine	Oceanic	Crustal Fluids	marine biome	oceanic subsurface zone		ENVO_00000447	ENVO_01001045		1
990	Environmental	Aquatic	Marine	Oceanic	Microbial mats	ocean biome	oceanic zone	microbial mat	ENVO_01000048	ENVO_00000207	ENVO_01000008	1
991	Environmental	Aquatic	Marine	Oceanic	Oil-contaminated	ocean biome	oil well	oil field production water	ENVO_01000048	ENVO_01000003	ENVO_00002194	1
992	Environmental	Aquatic	Marine	Oceanic	Sediment	marine biome	marine benthic feature	deep marine sediment	ENVO_00000447	ENVO_01000105	ENVO_00002113	1
993	Environmental	Aquatic	Marine	Oceanic	Sediment	oceanic abyssopelagic zone biome	marine benthic feature	marine sediment	ENVO_01000038	ENVO_01000105	ENVO_03000033	1
994	Environmental	Aquatic	Marine	Oceanic	Unclassified							1
995	Environmental	Aquatic	Marine	Oceanic	Unclassified	freshwater biome	borehole	groundwater	ENVO_00000873	ENVO_00002226	ENVO_01001004	1
996	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine benthic biome	sea floor	marine sediment	ENVO_01000024	ENVO_00000482	ENVO_03000033	1
997	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	area of sea ice	sea water	ENVO_00000447	ENVO_01001520	ENVO_00002149	1
998	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	coastal water body	sea water	ENVO_00000447	ENVO_02000049	ENVO_00002149	1
999	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	intertidal zone	sea water	ENVO_00000447	ENVO_00000316	ENVO_00002149	1
1000	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	island	planktonic material	ENVO_00000447	ENVO_00000098	ENVO_01000063	1
1001	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	marine benthic feature	sea water	ENVO_00000447	ENVO_01000105	ENVO_00002149	1
1002	Environmental	Aquatic	Marine	Oceanic	Unclassified	marine biome	oceanic zone	Cyanobacteria	ENVO_00000447	ENVO_00000207	NCBITaxon_1117	1
1003	Environmental	Aquatic	Marine	Oceanic	Unclassified	ocean biome	marine benthic feature	sea water	ENVO_01000048	ENVO_01000105	ENVO_00002149	1
1004	Environmental	Aquatic	Marine	Oceanic	Unclassified	ocean biome	mid-ocean ridge	sea water	ENVO_01000048	ENVO_00000406	ENVO_00002149	1
1005	Environmental	Aquatic	Marine	Oceanic	Unclassified	ocean biome	oceanic zone	planktonic material	ENVO_01000048	ENVO_00000207	ENVO_01000063	1
1006	Environmental	Aquatic	Marine	Oceanic	Unclassified	oceanic abyssopelagic zone biome	abyssal plain	sea water	ENVO_01000038	ENVO_00000244	ENVO_00002149	1
1007	Environmental	Aquatic	Marine	Pelagic	Unclassified	marine biome	marine water body	surface water	ENVO_00000447	ENVO_00001999	ENVO_00002042	1
1008	Environmental	Aquatic	Marine	Pelagic	Unclassified	oceanic bathypelagic zone biome	marine bathypelagic zone	sea water	ENVO_01000037	ENVO_00000211	ENVO_00002149	1
1009	Environmental	Aquatic	Marine	Sediment	Unclassified	marine biome	continental margin	marine sediment	ENVO_00000447	ENVO_01000298	ENVO_03000033	1
1010	Environmental	Aquatic	Marine	Unclassified	Oil-contaminated sediment	aquatic biome	island		ENVO_00002030	ENVO_00000098		1
1011	Environmental	Aquatic	Marine	Unclassified	Unclassified	aquatic biome		hypersaline water	ENVO_00002030		ENVO_00002012	1
1012	Environmental	Aquatic	Marine	Unclassified	Unclassified	aquatic biome	lagoon	hypersaline water	ENVO_00002030	ENVO_00000038	ENVO_00002012	1
1013	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine benthic biome	marine benthic feature	deep marine sediment	ENVO_01000024	ENVO_01000105	ENVO_00002113	1
1014	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine benthic biome	oil spill	sea water	ENVO_01000024	ENVO_00002061	ENVO_00002149	1
1015	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	area of rocky shore	sea water	ENVO_00000447	ENVO_01000428	ENVO_00002149	1
1016	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	bay	sediment	ENVO_00000447	ENVO_00000032	ENVO_00002007	1
1017	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	bayou	sea water	ENVO_00000447	ENVO_00000234	ENVO_00002149	1
1018	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	beach		ENVO_00000447	ENVO_00000091		1
1019	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	coastal water body	sea water	ENVO_00000447	ENVO_02000049	ENVO_00002149	1
1020	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	coastal water body	surface water	ENVO_00000447	ENVO_02000049	ENVO_00002042	1
1021	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	estuary	sea water	ENVO_00000447	ENVO_00000045	ENVO_00002149	1
1022	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine benthic feature	brine	ENVO_00000447	ENVO_01000105	ENVO_00003044	1
1023	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine benthic feature	marine sediment	ENVO_00000447	ENVO_01000105	ENVO_03000033	1
1024	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine water body	Cyanobacteria	ENVO_00000447	ENVO_00001999	NCBITaxon_1117	1
1025	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine water body	brine	ENVO_00000447	ENVO_00001999	ENVO_00003044	1
1026	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	marine water body	mesotrophic water	ENVO_00000447	ENVO_00001999	ENVO_00002225	1
1027	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine biome	rocky reef	sea water	ENVO_00000447	ENVO_00000130	ENVO_00002149	1
1028	Environmental	Aquatic	Marine	Unclassified	Unclassified	marine coral reef biome	coral reef	sea sand	ENVO_01000049	ENVO_00000150	ENVO_00002118	1
1029	Environmental	Aquatic	Marine	Unclassified	Unclassified	ocean biome	marine water body	sea water	ENVO_01000048	ENVO_00001999	ENVO_00002149	1
1030	Environmental	Aquatic	Marine	Unclassified	Unclassified	oceanic abyssopelagic zone biome	sea floor	deep marine sediment	ENVO_01000038	ENVO_00000482	ENVO_00002113	1
1031	Environmental	Aquatic	Marine	Unclassified	Unclassified	polar biome	glacial lake	meltwater	ENVO_01000339	ENVO_00000488	ENVO_01000722	1
1032	Environmental	Aquatic	Marine	Volcanic	Unclassified	marine biome	hydrothermal field	hydrothermal fluid	ENVO_00000447	ENVO_01001854	ENVO_01000134	1
1033	Environmental	Aquatic	Marine	Volcanic	Unclassified	marine hydrothermal vent biome	volcano	microbial mat	ENVO_01000030	ENVO_00000247	ENVO_01000008	1
1034	Environmental	Aquatic	Marine	Wetlands	Unclassified	aquatic biome	wetland area	microbial mat	ENVO_00002030	ENVO_00000043	ENVO_01000008	1
1035	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Microbial mats	freshwater lake biome	freshwater lake	microbial mat	ENVO_01000252	ENVO_00000021	ENVO_01000008	1
1036	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Sediment	aquatic biome		brine	ENVO_00002030		ENVO_00003044	1
1037	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Unclassified	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		1
1038	Environmental	Aquatic	Non-marine Saline and Alkaline	Alkaline	Unclassified	aquatic biome	saline lake	lake sediment	ENVO_00002030	ENVO_00000019	ENVO_00000546	1
1039	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	aquatic biome	lake	biofilm	ENVO_00002030	ENVO_00000020	ENVO_00002034	1
1040	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Microbial mats	aquatic biome	spring	microbial mat	ENVO_00002030	ENVO_00000027	ENVO_01000008	1
1041	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	1
1042	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	hypersaline lake	brine	ENVO_00002030	ENVO_01001020	ENVO_00003044	1
1043	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline	Unclassified	aquatic biome	saline evaporation pond		ENVO_00002030	ENVO_00000055		1
1044	Environmental	Aquatic	Non-marine Saline and Alkaline	Near-boiling (>90C)	Alkaline	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		1
1045	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Thalassic	marine biome	lagoon	saline water	ENVO_00000447	ENVO_00000038	ENVO_00002010	1
1046	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	brackish water body	biofilm	ENVO_00002030	ENVO_01001321	ENVO_00002034	1
1047	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	hypersaline lake	saline water	ENVO_00002030	ENVO_01001020	ENVO_00002010	1
1048	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	island	saline water	ENVO_00002030	ENVO_00000098	ENVO_00002010	1
1049	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	lake	brackish water	ENVO_00002030	ENVO_00000020	ENVO_00002019	1
1050	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	saline evaporation pond		ENVO_00002030	ENVO_00000055		1
1051	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	saline evaporation pond	sediment	ENVO_00002030	ENVO_00000055	ENVO_00002007	1
1052	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Unclassified	aquatic biome	saline lake	brackish water	ENVO_00002030	ENVO_00000019	ENVO_00002019	1
1053	Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	bay	sea water	ENVO_00002030	ENVO_00000032	ENVO_00002149	1
1054	Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	geyser	hypersaline water	ENVO_00002030	ENVO_00000050	ENVO_00002012	1
1055	Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	geyser	microbial mat	ENVO_00002030	ENVO_00000050	ENVO_01000008	1
1056	Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	aquatic biome	spring		ENVO_00002030	ENVO_00000027		1
1057	Environmental	Aquatic	Non-marine Saline and Alkaline	Unclassified	Unclassified	estuarine biome	estuary	estuarine water	ENVO_01000020	ENVO_00000045	ENVO_01000301	1
1058	Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome		sediment	ENVO_00002030		ENVO_00002007	1
1059	Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	cryoconite hole	cryoconite deposit	ENVO_00002030	ENVO_03000039	ENVO_03000038	1
1060	Environmental	Aquatic	Sediment	Unclassified	Unclassified	aquatic biome	mudflat	sediment	ENVO_00002030	ENVO_00000192	ENVO_00002007	1
1061	Environmental	Aquatic	Sediment	Unclassified	Unclassified	estuarine biome	estuary		ENVO_01000020	ENVO_00000045		1
1062	Environmental	Aquatic	Sediment	Unclassified	Unclassified	freshwater biome	watershed	sediment	ENVO_00000873	ENVO_00000292	ENVO_00002007	1
1063	Environmental	Aquatic	Sediment	Unclassified	Unclassified	marine benthic biome	marine benthic feature	deep marine sediment	ENVO_01000024	ENVO_01000105	ENVO_00002113	1
1064	Environmental	Aquatic	Sediment	Unclassified	Unclassified	marine hydrothermal vent biome	mud volcano	marine sediment	ENVO_01000030	ENVO_00000402	ENVO_03000033	1
1065	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	aquatic biome	geyser		ENVO_00002030	ENVO_00000050		1
1066	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	1
1067	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	1
1068	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Acidic	freshwater lake biome	freshwater lake	microbial mat	ENVO_01000252	ENVO_00000021	ENVO_01000008	1
1069	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline							1
1070	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	aquatic biome	hot spring	alkaline water	ENVO_00002030	ENVO_00000051	ENVO_01000357	1
1071	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	aquatic biome	hot spring	microbial mat	ENVO_00002030	ENVO_00000051	ENVO_01000008	1
1072	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	aquatic biome	hot spring	sediment	ENVO_00002030	ENVO_00000051	ENVO_00002007	1
1073	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Alkaline	aquatic biome	pond	sediment	ENVO_00002030	ENVO_00000033	ENVO_00002007	1
1074	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Neutral	aquatic biome	hydrothermal vent		ENVO_00002030	ENVO_00000215		1
1075	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	aquatic biome	geothermally active field	hydrothermal fluid	ENVO_00002030	ENVO_01001851	ENVO_01000134	1
1076	Environmental	Aquatic	Thermal springs	Hot (42-90C)	Unclassified	aquatic biome	hypersaline lake	microbial mat	ENVO_00002030	ENVO_01001020	ENVO_01000008	1
1077	Environmental	Aquatic	Thermal springs	Sediment	Unclassified	aquatic biome	acid hot spring	sediment	ENVO_00002030	ENVO_00002120	ENVO_00002007	1
1078	Environmental	Aquatic	Thermal springs	Tepid (25-34C)	Sediment	aquatic biome	volcano	sediment	ENVO_00002030	ENVO_00000247	ENVO_00002007	1
1079	Environmental	Aquatic	Thermal springs	Tepid (25-34C)	Unclassified	aquatic biome	hot spring		ENVO_00002030	ENVO_00000051		1
1080	Environmental	Aquatic	Thermal springs	Unclassified	Unclassified	aquatic biome	calcite hot spring	rock	ENVO_00002030	ENVO_00002143	ENVO_00001995	1
1081	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome			ENVO_00002030			1
1082	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome		Cyanobacteria	ENVO_00002030		NCBITaxon_1117	1
1083	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	aquatic biome		biofilm	ENVO_00002030		ENVO_00002034	1
1084	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	marine biome		microbial mat	ENVO_00000447		ENVO_01000008	1
1085	Environmental	Aquatic	Unclassified	Unclassified	Unclassified	marine biome		sea water	ENVO_00000447		ENVO_00002149	1
1086	Environmental	Terrestrial	Agricultural field	Unclassified	Unclassified	terrestrial biome	industrial building		ENVO_00000446	ENVO_00003861		1
1087	Environmental	Terrestrial	Cave	Unclassified	Unclassified	terrestrial biome	cave	biofilm	ENVO_00000446	ENVO_00000067	ENVO_00002034	1
1088	Environmental	Terrestrial	Cave	Unclassified	Unclassified	terrestrial biome	lava tunnel	lava	ENVO_00000446	ENVO_00000110	ENVO_01000231	1
1089	Environmental	Terrestrial	Deep subsurface	Aquifer	Unclassified	terrestrial biome	aquifer	groundwater	ENVO_00000446	ENVO_00012408	ENVO_01001004	1
1090	Environmental	Terrestrial	Deep subsurface	Oil well	Unclassified	terrestrial biome	borehole	rock	ENVO_00000446	ENVO_00002226	ENVO_00001995	1
1091	Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	aquatic biome	aquifer	groundwater	ENVO_00002030	ENVO_00012408	ENVO_01001004	1
1092	Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	gas well		ENVO_00000446	ENVO_01001870		1
1093	Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	planetary subsurface zone		ENVO_00000446	ENVO_01000941		1
1094	Environmental	Terrestrial	Deep subsurface	Unclassified	Unclassified	terrestrial biome	speleothem	limestone	ENVO_00000446	ENVO_00000327	ENVO_00002053	1
